exp_rep,assay_num,exp_date,acc_day,start_time,water_bath,thermometer,tube,pop,treatment,ctmax,length,notes
2,5,8/10/26,7,7:00 AM,1,4,1,CP,combined,39.1,,
2,5,8/10/26,7,7:00 AM,1,4,2,CP,control,37.8,,
2,5,8/10/26,7,7:00 AM,1,4,3,CP,combined,39,,
2,5,8/10/26,7,7:00 AM,1,4,4,CP,warming,38.4,,
2,5,8/10/26,7,7:00 AM,1,4,5,CP,control,37.1,,
2,5,8/10/26,7,7:00 AM,1,4,6,CP,warming,NA,,stopped moving before I started heat
2,5,8/10/26,7,7:00 AM,1,4,7,NA,thermometer,,,
2,5,8/10/26,7,7:00 AM,1,4,8,CP,microplastics,38.7,,
2,5,8/10/26,7,7:00 AM,1,4,9,CP,microplastics,37.3,,
