exp_rep,assay_num,exp_date,acc_day,start_time,water_bath,thermometer,tube,pop,treatment,ctmax,length,notes
2,6,8/10/26,7,7:00 AM,2,5,1,CP,combined,38.9,,
2,6,8/10/26,7,7:00 AM,2,5,2,CP,combined,39,,
2,6,8/10/26,7,7:00 AM,2,5,3,CP,warming,38.5,,
2,6,8/10/26,7,7:00 AM,2,5,4,CP,control,36.7,,
2,6,8/10/26,7,7:00 AM,2,5,5,NA,thermometer,,,
2,6,8/10/26,7,7:00 AM,2,5,6,CP,microplastics,37.2,,
2,6,8/10/26,7,7:00 AM,2,5,7,CP,microplastics,38,,
2,6,8/10/26,7,7:00 AM,2,5,8,CP,control,36.8,,
2,6,8/10/26,7,7:00 AM,2,5,9,CP,warming,38.9,,
